,r,g_true
872,8.72,0.3977077290456114
873,8.73,0.36184263712669856
874,8.74,0.32617990770243216
875,8.75,0.2906129189599101
876,8.76,0.25502161357545255
877,8.77,0.21927437097107177
878,8.78,0.18322953659722807
879,8.790000000000001,0.14673664247615642
880,8.8,0.10963738156819491
881,8.81,0.07176642106637526
882,8.82,0.0329521551744012
883,8.83,-0.006982494579281517
884,8.84,-0.0482191242590182
885,8.85,-0.0909426394340036
886,8.86,-0.13533971237896675
887,8.870000000000001,-0.18159684583335284
888,8.88,-0.2298980125330211
889,8.89,-0.28042187087086157
890,8.9,-0.33333858942535166
891,8.91,-0.3888063446906692
892,8.92,-0.4469675851694265
893,8.93,-0.5079451792371554
894,8.94,-0.5718385823161404
895,8.950000000000001,-0.6387201697279083
896,8.96,-0.7086318843819013
897,8.97,-0.7815823429298603
898,8.98,-0.8575445303870229
899,8.99,-0.9364541921837515
900,9.0,-1.0182090052898765
901,9.01,-1.102668577942016
902,9.02,-1.1896552923746773
903,9.03,-1.2789559687586924
904,9.040000000000001,-1.3703242932979467
905,9.05,-1.4634839210853379
906,9.06,-1.5581321366612373
907,9.07,-1.653943933770308
908,9.08,-1.750576361733556
909,9.09,-1.8476729798739477
910,9.1,-1.9448682638196257
911,9.11,-2.0417918180401546
912,9.120000000000001,-2.1380722669606644
913,9.13,-2.2333407213308716
914,9.14,-2.3272337457227628
915,9.15,-2.419395785339214
916,9.16,-2.5094810438099655
917,9.17,-2.5971548363455508
918,9.18,-2.682094472584577
919,9.19,-2.763989748945222
920,9.200000000000001,-2.8425431497904317
921,9.21,-2.9174698691104184
922,9.22,-2.988497769014122
923,9.23,-3.055367387869762
924,9.24,-3.1178320996920736
925,9.25,-3.1756585080576305
926,9.26,-3.228627133584987
927,9.27,-3.276533425349755
928,9.28,-3.3191890952978973
929,9.290000000000001,-3.3564237427257035
930,9.3,-3.388086705222287
931,9.31,-3.4140490450698655
932,9.32,-3.434205557744003
933,9.33,-3.4484766733465406
934,9.34,-3.4568101136653944
935,9.35,-3.4591821677785335
936,9.36,-3.455598457913878
937,9.370000000000001,-3.446094084356113
938,9.38,-3.430733062783981
939,9.39,-3.409606998311766
940,9.4,-3.3828329761016738
941,9.41,-3.350550686823322
942,9.42,-3.3129188443893662
943,9.43,-3.270110991147666
944,9.44,-3.222310819964456
945,9.450000000000001,-3.1697071714601686
946,9.46,-3.11248888640626
947,9.47,-3.0508397066730537
948,9.48,-2.984933422294116
949,9.49,-2.914929456831978
950,9.5,-2.8409690684571105
951,9.51,-2.7631723206561176
952,9.52,-2.681635945406701
953,9.53,-2.5964321845450677
954,9.540000000000001,-2.507608653779893
955,9.55,-2.4151892304713707
956,9.56,-2.319175923097327
957,9.57,-2.219551639460352
958,9.58,-2.116283734207263
959,9.59,-2.0093281859464605
960,9.6,-1.8986342316289655
961,9.61,-1.7841492719520968
962,9.620000000000001,-1.6658238569218495
963,9.63,-1.5436165654371876
964,9.64,-1.417498606398553
965,9.65,-1.2874579904795167
966,9.66,-1.1535031499990038
967,9.67,-1.0156659176124399
968,9.68,-0.8740038108775022
969,9.69,-0.7286016070806215
970,9.700000000000001,-0.5795722289506151
971,9.71,-0.42705699504911304
972,9.72,-0.27122531693481566
973,9.73,-0.1122739471763001
974,9.74,0.04957410315139871
975,9.75,0.214070852352976
976,9.76,0.3809447179815614
977,9.77,0.5499018549447505
978,9.78,0.7206273649125925
979,9.790000000000001,0.8927863028824363
980,9.8,1.0660244340151448
981,9.81,1.23996872383004
982,9.82,1.4142275756338847
983,9.83,1.5883908587342308
984,9.84,1.7620297977033779
985,9.85,1.9346968150590729
986,9.86,2.1059254358387767
987,9.870000000000001,2.275230371655205
988,9.88,2.442107903339923
989,9.89,2.606036675068045
990,9.9,2.766478999225851
991,9.91,2.922882750985594
992,9.92,3.0746839057280972
993,9.93,3.2213097425656385
994,9.94,3.3621827049602633
995,9.950000000000001,3.4967248766359154
996,9.96,3.624362999502699
997,9.97,3.7445339319230166
998,9.98,3.8566904219421554
999,9.99,3.9603070523936967
1000,10.0,4.054886204034577
1001,10.01,4.139963879621833
1002,10.02,4.2151152362325846
1003,10.03,4.279959684829932
1004,10.040000000000001,4.3341654343501155
1005,10.05,4.377453381317363
1006,10.06,4.409600273763776
1007,10.07,4.430441108404539
1008,10.08,4.439870750833851
1009,10.09,4.437844798189358
1010,10.1,4.424379730596374
1011,10.11,4.399552420253116
1012,10.120000000000001,4.363499084037973
1013,10.13,4.316413776145047
1014,10.14,4.258546521022502
1015,10.15,4.190201183766861
1016,10.16,4.111733165513854
1017,10.17,4.023546996067586
1018,10.18,3.9260938761874984
1019,10.19,3.8198691990570666
1020,10.200000000000001,3.7054100561390295
1021,10.21,3.583292708628037
1022,10.22,3.454129983784163
1023,10.23,3.3185685371964078
1024,10.24,3.1772859088951524
1025,10.25,3.030987294313431
1026,10.26,2.880401951119601
1027,10.27,2.726279170214536
1028,10.28,2.5693837535591095
1029,10.290000000000001,2.4104909623791193
1030,10.3,2.250380925669419
1031,10.31,2.089832529403597
1032,10.32,1.9296168397742963
1033,10.33,1.770490147266224
1034,10.34,1.6131867504301347
1035,10.35,1.4584116269313494
1036,10.36,1.3068331629729215
1037,10.370000000000001,1.159076128962349
1038,10.38,1.0157150980563803
1039,10.39,0.8772685041449536
1040,10.4,0.7441935265510575
1041,10.41,0.61688197034857
1042,10.42,0.4956572843487105
1043,10.43,0.38077282455763006
1044,10.44,0.2724114307564173
1045,10.450000000000001,0.17068633963023885
1046,10.46,0.0756434116461642
1047,10.47,-0.012735397149790037
1048,10.48,-0.09452743086313807
1049,10.49,-0.16986374855494607
1050,10.5,-0.2389227423610176
1051,10.51,-0.30192316789756746
1052,10.52,-0.359116811533837
1053,10.53,-0.4107810249165428
1054,10.540000000000001,-0.4572113529532021
1055,10.55,-0.49871446763934824
1056,10.56,-0.5356015974819965
1057,10.57,-0.5681826121107716
1058,10.58,-0.5967608856378064
1059,10.59,-0.6216290223713125
1060,10.6,-0.6430654867254084
1061,10.61,-0.6613321377795226
1062,10.620000000000001,-0.6766726300428155
1063,10.63,-0.6893116075141246
1064,10.64,-0.6994545897553359
1065,10.65,-0.7072884277037842
1066,10.66,-0.7129821941863627
1067,10.67,-0.716688369932289
1068,10.68,-0.7185441901842018
1069,10.69,-0.718673029167112
1070,10.700000000000001,-0.7171857186378763
1071,10.71,-0.7141817210743671
1072,10.72,-0.7097501060538449
1073,10.73,-0.7039703081084727
1074,10.74,-0.6969126738536586
1075,10.75,-0.6886388335270958
1076,10.76,-0.679201955475986
1077,10.77,-0.668646960071988
1078,10.78,-0.6570107808537745
1079,10.790000000000001,-0.6443227646501568
1080,10.8,-0.6306052987393335
1081,10.81,-0.6158747419469859
1082,10.82,-0.6001427186398038
1083,10.83,-0.5834178109213888
1084,10.84,-0.5657076564382634
1085,10.85,-0.5470214287872369
1086,10.86,-0.5273726464907671
1087,10.870000000000001,-0.5067822268478229
1088,10.88,-0.4852816745954051
1089,10.89,-0.4629162739860647
1090,10.9,-0.43974813808437024
1091,10.91,-0.4158589619354418
1092,10.92,-0.3913523274576642
1093,10.93,-0.3663554176821689
1094,10.94,-0.3410200160356322
1095,10.950000000000001,-0.3155226919918851
1096,10.96,-0.2900641064114471
1097,10.97,-0.26486740667755604
1098,10.98,-0.2401757214610827
1099,10.99,-0.2162488055531703
1100,11.0,-0.19335892456545178
1101,11.01,-0.1717861053275169
1102,11.02,-0.15181290858290641
1103,11.03,-0.13371890443833073
1104,11.040000000000001,-0.11777504665597757
1105,11.05,-0.10423814842913554
1106,11.06,-0.09334565936244633
1107,11.07,-0.08531093110977311
1108,11.08,-0.0803191381225649
1109,11.09,-0.07852399131109518
1110,11.1,-0.08004534760485925
1111,11.11,-0.08496777922240707
1112,11.120000000000001,-0.09334012495094894
1113,11.13,-0.10517600402603365
1114,11.14,-0.12045523341476355
1115,11.15,-0.13912605343822118
1116,11.16,-0.16110803647864233
1117,11.17,-0.1862955304305315
1118,11.18,-0.21456147358949054
1119,11.19,-0.24576141138374347
1120,11.200000000000001,-0.2797375478091167
1121,11.21,-0.3163226752107351
1122,11.22,-0.3553438442895748
1123,11.23,-0.3966256606241017
1124,11.24,-0.4399931229883002
1125,11.25,-0.48527395049260874
1126,11.26,-0.5323003781304203
1127,11.27,-0.5809104317332591
1128,11.28,-0.630948721786436
1129,11.290000000000001,-0.6822668194154913
1130,11.3,-0.7347232958147312
1131,11.31,-0.788183517531549
1132,11.32,-0.8425192938603814
1133,11.33,-0.897608469117916
1134,11.34,-0.9533345422077113
1135,11.35,-1.0095863795108015
1136,11.36,-1.0662580660090666
1137,11.370000000000001,-1.1232489152095024
1138,11.38,-1.1804636326431361
1139,11.39,-1.2378126023114528
1140,11.4,-1.2952122422774264
1141,11.41,-1.3525853563483892
1142,11.42,-1.4098613949383383
1143,11.43,-1.4669765308636167
1144,11.44,-1.5238734557522742
1145,11.450000000000001,-1.5805008102166134
1146,11.46,-1.6368121757589453
1147,11.47,-1.6927645778915776
1148,11.48,-1.7483164770560191
1149,11.49,-1.8034252551483072
1150,11.5,-1.8580442390265732
1151,11.51,-1.9121193363271927
1152,11.52,-1.965585391198275
1153,11.53,-2.018362396161316
1154,11.540000000000001,-2.0703517193753562
1155,11.55,-2.12143252251062
1156,11.56,-2.171458552009687
1157,11.57,-2.2202554849330727
1158,11.58,-2.267618999553906
1159,11.59,-2.313313720602904
1160,11.6,-2.3570731603037323
1161,11.61,-2.398600740295797
1162,11.620000000000001,-2.437571937853693
1163,11.63,-2.473637554453776
1164,11.64,-2.506428057915973
1165,11.65,-2.535558903384168
1166,11.66,-2.5606366956127333
1167,11.67,-2.581266017573997
1168,11.68,-2.597056720210829
1169,11.69,-2.6076314467873325
1170,11.700000000000001,-2.6126331538489707
1171,11.71,-2.611732389891639
1172,11.72,-2.6046341025140967
1173,11.73,-2.5910837645983498
1174,11.74,-2.5708726389148056
1175,11.75,-2.5438420370020745
1176,11.76,-2.5098864703570465
1177,11.77,-2.4689556377350943
1178,11.78,-2.4210552393807516
1179,11.790000000000001,-2.36624665492098
1180,11.8,-2.3046455641780725
1181,11.81,-2.236419627227721
1182,11.82,-2.161785369891469
1183,11.83,-2.0810044421758653
1184,11.84,-1.9943794291008194
1185,11.85,-1.9022493955691946
1186,11.86,-1.8049853396288882
1187,11.870000000000001,-1.7029857123979084
1188,11.88,-1.5966721392666106
1189,11.89,-1.4864854473641422
1190,11.9,-1.3728820705890383
1191,11.91,-1.2563308678613652
1192,11.92,-1.1373103548324515
1193,11.93,-1.0163063162110408
1194,11.94,-0.8938097370799585
1195,11.950000000000001,-0.7703149687475213
1196,11.96,-0.6463180290862094
1197,11.97,-0.5223149297900719
1198,11.98,-0.3987999238689956
1199,11.99,-0.27626357581756844
1200,12.0,-0.15519057357619942
1201,12.01,-0.036057224514128655
1202,12.02,0.08067139430693562
1203,12.030000000000001,0.19454463019421186
1204,12.040000000000001,0.30512975957170874
1205,12.05,0.4120157384900718
1206,12.06,0.5148171056587405
1207,12.07,0.6131779212557469
1208,12.08,0.7067756076322093
1209,12.09,0.7953245484384608
1210,12.1,0.8785793013919366
1211,12.11,0.9563372871279324
1212,12.120000000000001,1.0284408320601597
1213,12.13,1.0947784661724842
1214,12.14,1.1552854059580833
1215,12.15,1.2099431867270483
1216,12.16,1.2587784453354405
1217,12.17,1.3018608919825407
1218,12.18,1.3393005459487306
1219,12.19,1.371244342934499
1220,12.200000000000001,1.3978722491217914
1221,12.21,1.4193930376138808
1222,12.22,1.4360398953054878
1223,12.23,1.4480660317351277
1224,12.24,1.4557404558241622
1225,12.25,1.4593440718805868
1226,12.26,1.459166223617404
1227,12.27,1.4555017854494023
1228,12.280000000000001,1.44864886562999
1229,12.290000000000001,1.4389071478187978
1230,12.3,1.4265768585743952
1231,12.31,1.4119583102622166
1232,12.32,1.3953519341211305
1233,12.33,1.3770586887326168
1234,12.34,1.357380706583715
1235,12.35,1.3366220271198062
1236,12.36,1.3150892594927583
1237,12.370000000000001,1.2930920224557896
1238,12.38,1.270943022335395
1239,12.39,1.2489576519933734
1240,12.4,1.2274530229628633
1241,12.41,1.2067463778666356
1242,12.42,1.1871528688415662
1243,12.43,1.168982727820636
1244,12.44,1.1525378938890185
1245,12.450000000000001,1.1381081992939739
1246,12.46,1.1259672469705775
1247,12.47,1.116368136846987
1248,12.48,1.109539214295701
1249,12.49,1.1056800209451798
1250,12.5,1.1049576252204756
1251,12.51,1.1075034975461255
1252,12.52,1.1134110737607976
1253,12.530000000000001,1.1227341211040613
1254,12.540000000000001,1.1354859857215465
1255,12.55,1.1516397609241262
1256,12.56,1.1711293735974957
1257,12.57,1.1938515444748061
1258,12.58,1.2196685387286705
1259,12.59,1.248411588640245
1260,12.6,1.2798848418310884
1261,12.61,1.313869668199615
1262,12.620000000000001,1.3501291473380344
1263,12.63,1.388412556357043
1264,12.64,1.4284596857134093
1265,12.65,1.470004827280706
1266,12.66,1.5127803034799365
1267,12.67,1.5565194373036264
1268,12.68,1.6009588986747436
1269,12.69,1.6458404006798517
1270,12.700000000000001,1.6909117575742678
1271,12.71,1.73592735284541
1272,12.72,1.7806480979377228
1273,12.73,1.8248409886380537
1274,12.74,1.8682783851016818
1275,12.75,1.910737152018765
1276,12.76,1.9519977969369682
1277,12.77,1.9918437372643427
1278,12.780000000000001,2.030060810511234
1279,12.790000000000001,2.066437118932882
1280,12.8,2.100763270394653
1281,12.81,2.1328330438497796
1282,12.82,2.16244447239868
1283,12.83,2.1894013017233256
1284,12.84,2.213514748993265
1285,12.85,2.234605459222743
1286,12.86,2.2525055343651057
1287,12.870000000000001,2.2670604966376953
1288,12.88,2.2781310426967334
1289,12.89,2.285594449824191
1290,12.9,2.2893455091884847
1291,12.91,2.289296883879941
1292,12.92,2.285378819653241
1293,12.93,2.2775381725160675
1294,12.94,2.2657367574882117
1295,12.950000000000001,2.24994906474911
1296,12.96,2.230159430580493
1297,12.97,2.206358788571822
1298,12.98,2.178541159196166
1299,12.99,2.1467000610502374
1300,13.0,2.1108250431305833
1301,13.01,2.070898543311249
1302,13.02,2.0268932730678304
1303,13.030000000000001,1.9787703124206704
1304,13.040000000000001,1.9264780726074304
1305,13.05,1.869952248279624
1306,13.06,1.8091168377056916
1307,13.07,1.7438862606456167
1308,13.08,1.674168551654767
1309,13.09,1.5998695541891848
1310,13.1,1.5208979906897855
1311,13.11,1.437171238400704
1312,13.120000000000001,1.348621602383723
1313,13.13,1.2552028480295216
1314,13.14,1.156896736879639
1315,13.15,1.0537193027579634
1316,13.16,0.9457266104667592
1317,13.17,0.833019756409286
1318,13.18,0.7157488986317462
1319,13.19,0.5941161415422429
1320,13.200000000000001,0.4683771460882114
1321,13.21,0.33884138719634144
1322,13.22,0.2058710342780107
1323,13.23,0.06987848492944265
1324,13.24,-0.06867736602466229
1325,13.25,-0.2092959927618151
1326,13.26,-0.3514410703307241
1327,13.27,-0.49454707104374
1328,13.280000000000001,-0.6380264028792727
1329,13.290000000000001,-0.7812768568155313
1330,13.3,-0.9236891304539399
1331,13.31,-1.0646542063153555
1332,13.32,-1.2035703838399323
1333,13.33,-1.3398497929405155
1334,13.34,-1.4729242521007453
1335,13.35,-1.6022503733370008
1336,13.36,-1.7273138575607887
1337,13.370000000000001,-1.8476329646592788
1338,13.38,-1.9627611807337728
1339,13.39,-2.072289138404433
1340,13.4,-2.1758458732471397
1341,13.41,-2.2730995190437406
1342,13.42,-2.3637575558571453
1343,13.43,-2.4475667277668745
1344,13.44,-2.524312741721537
1345,13.450000000000001,-2.5938198461807978
1346,13.46,-2.655950369266957
1347,13.47,-2.710604272616652
1348,13.48,-2.757718750859669
1349,13.49,-2.7972678796323494
1350,13.5,-2.8292622892458734
1351,13.51,-2.8537488184496134
1352,13.52,-2.8708100848015903
1353,13.530000000000001,-2.880563896295116
1354,13.540000000000001,-2.883162423993641
1355,13.55,-2.8787910579266662
1356,13.56,-2.867666878334847
1357,13.57,-2.8500366909663057
1358,13.58,-2.826174597503529
1359,13.59,-2.796379098928335
1360,13.6,-2.7609697589867284
1361,13.61,-2.7202834849647948
1362,13.620000000000001,-2.6746705117126535
1363,13.63,-2.624490200273641
1364,13.64,-2.5701067827698547
1365,13.65,-2.5118851988170317
1366,13.66,-2.450187174522049
1367,13.67,-2.385367692338508
1368,13.68,-2.3177719885090693
1369,13.69,-2.247733194824281
1370,13.700000000000001,-2.175570713812556
1371,13.71,-2.1015893825598684
1372,13.72,-2.0260794418669095
1373,13.73,-1.9493172864294561
1374,13.74,-1.8715669304219318
1375,13.75,-1.7930820835992947
1376,13.76,-1.7141086980767364
1377,13.77,-1.6348878173809498
1378,13.780000000000001,-1.5556585389610424
1379,13.790000000000001,-1.4766608904544607
1380,13.8,-1.398138419475726
1381,13.81,-1.3203403068273287
1382,13.82,-1.2435228335339406
1383,13.83,-1.1679500621076038
1384,13.84,-1.0938936305609972
1385,13.85,-1.0216316020300211
1386,13.86,-0.9514463612086371
1387,13.870000000000001,-0.8836215986509164
1388,13.88,-0.8184384727540792
1389,13.89,-0.7561710843239132
1390,13.9,-0.6970814376293046
1391,13.91,-0.6414140926644271
1392,13.92,-0.5893907342622277
1393,13.93,-0.5412048935603948
1394,13.94,-0.49701705551102693
1395,13.950000000000001,-0.4569503726634365
1396,13.96,-0.42108718097016673
1397,13.97,-0.38946647908952414
1398,13.98,-0.3620824903259364
1399,13.99,-0.33888437813290395
1400,14.0,-0.3197771344848478
1401,14.01,-0.30462360806375066
1402,14.02,-0.29324758879776497
1403,14.030000000000001,-0.285437819413216
1404,14.040000000000001,-0.28095276564792526
1405,14.05,-0.2795259465744208
1406,14.06,-0.28087160656617055
1407,14.07,-0.28469050171846677
1408,14.08,-0.2906755763116786
1409,14.09,-0.29851731886236615
1410,14.1,-0.30790861153339855
1411,14.11,-0.31854891970989035
1412,14.120000000000001,-0.33014770847632546
1413,14.13,-0.34242701728393865
1414,14.14,-0.3551231707867853
1415,14.15,-0.3679876500777913
1416,14.16,-0.3807871918618318
1417,14.17,-0.39330322115092
1418,14.18,-0.405330753873813
1419,14.19,-0.4166769278103881
1420,14.200000000000001,-0.4271593324589461
1421,14.21,-0.43660431036083147
1422,14.22,-0.44484539416967606
1423,14.23,-0.4517220260662042
1424,14.24,-0.45707868021730796
1425,14.25,-0.46076447654644515
1426,14.26,-0.46263333715914823
1427,14.27,-0.4625446976206843
1428,14.280000000000001,-0.4603647462777561
1429,14.290000000000001,-0.4559681282764113
1430,14.3,-0.4492400190020328
1431,14.31,-0.44007844620280684
1432,14.32,-0.42839672249880995
1433,14.33,-0.41412584128174823
1434,14.34,-0.3972166895937477
1435,14.35,-0.3776419412959706
1436,14.36,-0.3553975120105356
1437,14.370000000000001,-0.3305034827502251
1438,14.38,-0.3030044302181441
1439,14.39,-0.27296913651102916
1440,14.4,-0.24048968722944458
1441,14.41,-0.20568000253627947
1442,14.42,-0.1686738783144546
1443,14.43,-0.12962264224101666
1444,14.44,-0.08869255060741238
1445,14.450000000000001,-0.04606206477041891
1446,14.46,-0.0019191503957772804
1447,14.47,0.04354126212741816
1448,14.48,0.09011953130037742
1449,14.49,0.13761316891768022
1450,14.5,0.18581824027007454
1451,14.51,0.23453025837727054
1452,14.52,0.28354456664097355
1453,14.530000000000001,0.33265624118207415
1454,14.540000000000001,0.38165957942337286
1455,14.55,0.4303472729838493
1456,14.56,0.4785093886515571
1457,14.57,0.5259322994170053
1458,14.58,0.5723977170254397
1459,14.59,0.6176819775023439
1460,14.6,0.661555721437832
1461,14.61,0.7037840918738314
1462,14.620000000000001,0.7441275453726846
1463,14.63,0.782343337715466
1464,14.64,0.8181877065698173
1465,14.65,0.8514187315906414
1466,14.66,0.8817998101802532
1467,14.67,0.909103647004956
1468,14.68,0.9331166197267492
1469,14.69,0.9536433544235732
1470,14.700000000000001,0.970511323650714
1471,14.71,0.983575269391911
1472,14.72,0.9927212530713863
1473,14.73,0.9978701455616956
1474,14.74,0.9989803913267474
1475,14.75,0.9960499114850049
1476,14.76,0.9891170491162913
1477,14.77,0.9782605045511825
1478,14.780000000000001,0.963598256301142
1479,14.790000000000001,0.9452855121094994
1480,14.8,0.9235117816446106
1481,14.81,0.8984972050013014
1482,14.82,0.8704883070252079
1483,14.83,0.8397533744798871
1484,14.84,0.8065776696626108
1485,14.85,0.7712586992292412
1486,14.86,0.734101750324472
1487,14.870000000000001,0.6954158878958003
1488,14.88,0.6555105782055842
1489,14.89,0.6146930655498322
1490,14.9,0.5732665840673897
1491,14.91,0.5315294367101664
1492,14.92,0.48977492165229997
1493,14.93,0.44829203548043534
1494,14.94,0.4073668352377227
1495,14.950000000000001,0.3672843004166755
1496,14.96,0.3283305036075776
1497,14.97,0.2907948765491475
1498,14.98,0.25497234807554947
1499,14.99,0.22116513255403042
1500,15.0,0.1896839618351714
1501,15.01,0.16084857979591727
1502,15.02,0.1349873549124302
1503,15.030000000000001,0.11243591106039558
1504,15.040000000000001,0.09353472754967529
1505,15.05,0.07862571357184384
1506,15.06,0.06804781690220885
1507,15.07,0.062131778954492234
1508,15.08,0.06119419536963827
1509,15.09,0.06553108074626618
1510,15.1,0.07541116582275731
1511,15.11,0.09106917386364727
1512,15.120000000000001,0.11269932926153403
1513,15.13,0.14044934517619764
1514,15.14,0.174415118802674
1515,15.15,0.21463633364274454
1516,15.16,0.2610931295865631
1517,15.17,0.31370395581935573
1518,15.18,0.37232467104734085
1519,15.19,0.43674890300994684
1520,15.200000000000001,0.5067096275094771
1521,15.21,0.5818818789604937
1522,15.22,0.6618864622229086
1523,15.23,0.746294501349632
1524,15.24,0.8346326364819368
1525,15.25,0.9263886665227119
1526,15.26,1.0210174328436332
1527,15.27,1.1179467479278138
1528,15.280000000000001,1.2165831916809786
1529,15.290000000000001,1.3163176257575486
1530,15.3,1.41653031075505
1531,15.31,1.516595550273022
1532,15.32,1.6158858271169936
1533,15.33,1.7137754377719598
1534,15.34,1.8096436691536595
1535,15.35,1.9028775942608405
1536,15.36,1.9928745887331436
1537,15.370000000000001,2.0790446869607115
1538,15.38,2.160812903331968
1539,15.39,2.23762164108281
1540,15.4,2.3089332982807123
1541,15.41,2.3742331585993712
1542,15.42,2.4330326251223875
1543,15.43,2.4848728203323893
1544,15.44,2.5293285369240195
1545,15.450000000000001,2.5660124845764534
1546,15.46,2.5945797398619797
1547,15.47,2.614732272507142
1548,15.48,2.6262233934988912
1549,15.49,2.6288619509251974
1550,15.5,2.622516089377481
1551,15.51,2.607116389090156
1552,15.52,2.582658212013872
1553,15.530000000000001,2.5492031033528297
1554,15.540000000000001,2.5068791277744693
1555,15.55,2.455880057998443
1556,15.56,2.396463377798174
1557,15.57,2.32894710925131
1558,15.58,2.2537055227807277
1559,15.59,2.1711638354834824
1560,15.6,2.0817920458750994
1561,15.610000000000001,1.9860980891275135
1562,15.620000000000001,1.8846205241570724
1563,15.63,1.7779209810052863
1564,15.64,1.6665766028939473
1565,15.65,1.5511727117925973
1566,15.66,1.4322959096159498
1567,15.67,1.3105278002029168
1568,15.68,1.1864394815226895
1569,15.69,1.0605869151005423
1570,15.700000000000001,0.9335072328269176
1571,15.71,0.8057159927185118
1572,15.72,0.6777053475427048
1573,15.73,0.5499430461366709
1574,15.74,0.4228721491766179
1575,15.75,0.2969113111538003
1576,15.76,0.17245545999366402
1577,15.77,0.04987669614935181
1578,15.780000000000001,-0.07047476547588932
1579,15.790000000000001,-0.18826977500598713
1580,15.8,-0.3031996902555037
1581,15.81,-0.41497619335092806
1582,15.82,-0.5233315544452355
1583,15.83,-0.6280193737415102
1584,15.84,-0.7288157894259188
1585,15.85,-0.8255210964860791
1586,15.860000000000001,-0.9179616823870542
1587,15.870000000000001,-1.0059921526111613
1588,15.88,-1.0894974942025741
1589,15.89,-1.168395110280065
1590,15.9,-1.2426365540063378
1591,15.91,-1.3122087971121068
1592,15.92,-1.377134885489999
1593,15.93,-1.4374738616738414
1594,15.94,-1.4933198696832757
1595,15.950000000000001,-1.5448003997114796
1596,15.96,-1.592073676039318
1597,15.97,-1.6353252386906956
1598,15.98,-1.6747638149178954
1599,15.99,-1.710616617899427
1600,16.0,-1.7431242445432658
1601,16.01,-1.7725353698793447
1602,16.02,-1.799101450555887
1603,16.03,-1.823071653378209
1604,16.04,-1.844688216260344
1605,16.05,-1.8641824287032167
1606,16.06,-1.8817713879503615
1607,16.07,-1.8976556469142845
1608,16.080000000000002,-1.912017822966271
1609,16.09,-1.9250221853161218
1610,16.1,-1.9368151858325768
1611,16.11,-1.9475268467457831
1612,16.12,-1.9572728716566161
1613,16.13,-1.9661573063634876
1614,16.14,-1.9742755455421308
1615,16.15,-1.981717462104878
1616,16.16,-1.988570429332768
1617,16.17,-1.9949220121342253
1618,16.18,-2.0008621228287327
1619,16.19,-2.006484467751895
1620,16.2,-2.01188715212355
1621,16.21,-2.0171723598166555
1622,16.22,-2.0224450792438757
1623,16.23,-2.027810903548026
1624,16.240000000000002,-2.033372989489155
1625,16.25,-2.039228311728082
1626,16.26,-2.0454633946682192
1627,16.27,-2.0521497400465165
1628,16.28,-2.0593391929766267
1629,16.29,-2.0670595006826136
1630,16.3,-2.075310315968119
1631,16.31,-2.084059881546242
1632,16.32,-2.093242602469711
1633,16.330000000000002,-2.1027576735285405
1634,16.34,-2.1124688787424786
1635,16.35,-2.122205623611882
1636,16.36,-2.131765200627056
1637,16.37,-2.1409162279089204
1638,16.38,-2.149403143034266
1639,16.39,-2.1569515822099996
1640,16.4,-2.1632744318054185
1641,16.41,-2.168078307155203
1642,16.42,-2.1710701942276707
1643,16.43,-2.1719639842291953
1644,16.44,-2.1704866397439813
1645,16.45,-2.166383753071746
1646,16.46,-2.159424291763087
1647,16.47,-2.149404371027381
1648,16.48,-2.1361499451994375
1649,16.490000000000002,-2.1195183678711906
1650,16.5,-2.0993988294339556
1651,16.51,-2.0757117383625876
1652,16.52,-2.048407165432529
1653,16.53,-2.0174625152990515
1654,16.54,-1.982879625029317
1655,16.55,-1.9446815123827905
1656,16.56,-1.9029090066856758
1657,16.57,-1.8576174915887065
1658,16.580000000000002,-1.8088739721541025
1659,16.59,-1.756754649656648
1660,16.6,-1.7013431479649725
1661,16.61,-1.6427294877389405
1662,16.62,-1.5810098517385558
1663,16.63,-1.5162871293838789
1664,16.64,-1.448672174547249
1665,16.65,-1.3782856605469378
1666,16.66,-1.305260373350398
1667,16.67,-1.2297437505821827
1668,16.68,-1.1519004520136678
1669,16.69,-1.0719147380761427
1670,16.7,-0.9899924371408452
1671,16.71,-0.9063622996408767
1672,16.72,-0.8212765666123828
1673,16.73,-0.7350106202518987
1674,16.740000000000002,-0.6478616323696414
1675,16.75,-0.5601461804390048
1676,16.76,-0.4721968572595865
1677,16.77,-0.3843579558810556
1678,16.78,-0.29698036323399635
1679,16.79,-0.2104158409552687
1680,16.8,-0.12501090763834227
1681,16.81,-0.04110056117095884
1682,16.82,0.04099790842579745
1683,16.830000000000002,0.12099076682078547
1684,16.84,0.19861310982273578
1685,16.85,0.2736333575891574
1686,16.86,0.34585679970834504
1687,16.87,0.4151280689024023
1688,16.88,0.48133247373979426
1689,16.89,0.5443961764175741
1690,16.9,0.6042852572406726
1691,16.91,0.6610037597740879
1692,16.92,0.714590856858698
1693,16.93,0.7651173152151338
1694,16.94,0.8126814631778208
1695,16.95,0.8574048807977181
1696,16.96,0.8994280334308333
1697,16.97,0.9389060590422669
1698,16.98,0.9760048965973144
1699,16.990000000000002,1.0108979095736639
1700,17.0,1.0437631169114856
1701,17.01,1.0747810962063185
1702,17.02,1.1041335735617552
1703,17.03,1.132002664336888
1704,17.04,1.1585706821114887
1705,17.05,1.1840203924168784
1706,17.06,1.2085355556432926
1707,17.07,1.2323015820227097
